first_name,middle_name,last_name,alien_number,date_of_birth,country_of_birth,facility_name,facility_location,custody_status,last_updated
WILIAN,PEREZ,BARRIOS,A185158957,1997-10-25,Nicaragua,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
WILLIAM,ZAVALA,GARCIA,A746924688,2004-08-10,Mexico,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Hearing,2025-08-28 23:32:49
WILLY,IBARRA,CASANOVA,A590491280,1982-06-20,Chile,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
WILMER,,AJANEL-MUCUN,A527427363,1973-04-15,Colombia,Miami Processing Center,"Miami, FL",Awaiting Deportation,2025-08-28 23:32:49
WILMER,,BENITO-GARCIA,A710128391,1995-04-17,Panama,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
WILSON,BATISTA,RODRIGUEZ,A614998468,1962-11-23,Honduras,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
WILSON,,GRANADOS-GOMEZ,A617323595,2002-12-15,Brazil,Orange County Jail,"Orlando, FL",Released on Bond,2025-08-28 23:32:49
WILSON,MAAS,CHUN,A351640651,1987-08-16,Guatemala,Palm Beach County Jail,"West Palm Beach, FL",Processing,2025-08-28 23:32:49
WILVER,LOPEZ,VEGA,A764468757,1978-12-27,Honduras,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
WIMLER,,LUNA-GONZALEZ,A375598552,1989-09-19,Nicaragua,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
WUALDER,PEREZ,VELASQUEZ,A792092169,1990-12-02,Nicaragua,Florida State Prison,"Starke, FL",Awaiting Hearing,2025-08-28 23:32:49
XCHEL,LEAL,RUBIO,A730143145,1998-11-28,Venezuela,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Hearing,2025-08-28 23:32:49
XIAOJIAN,,GE,A403052384,1998-09-26,Chile,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
YADIEL,PEREZ,DELGADO,A992635845,1961-07-02,Bolivia,Miami Processing Center,"Miami, FL",Awaiting Deportation,2025-08-28 23:32:49
YAMIL,,BALLATE-MARTINEZ,A897695633,1986-08-18,Ecuador,Alligator Alcatraz Detention Center,"Everglades, FL",Processing,2025-08-28 23:32:49
YANIEL,,GALVEZ-ECHEVARRIA,A453885288,1970-06-11,Guatemala,Orange County Jail,"Orlando, FL",In Detention,2025-08-28 23:32:49
YASHIMA,,CAMPBELL,A876175048,1967-03-20,Nicaragua,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
YENER,GOMEZ,LOPEZ,A544012310,1968-12-17,Guatemala,Miami Processing Center,"Miami, FL",Awaiting Deportation,2025-08-28 23:32:49
YESER,LOBO,FUNES,A197991122,1966-01-02,Chile,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
YESID,CARDONA,PANESSO,A929833489,1978-02-13,Venezuela,Florida State Prison,"Starke, FL",Processing,2025-08-28 23:32:49
YESVIN,LOPEZ,MACARIO,A320787165,2002-04-04,Ecuador,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
YOHANDRY,AZTECA,RIVERO,A694300918,1998-03-25,Peru,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
YONI,,MACARIO,A297877114,1998-04-29,Peru,Miami Processing Center,"Miami, FL",Awaiting Deportation,2025-08-28 23:32:49
YOSNEY,,TEJEDA-MARQUEZ,A172747800,1967-11-17,Peru,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
YURISAN,DOMINGUEZ,PEREZ,A437575069,1976-10-01,Honduras,Palm Beach County Jail,"West Palm Beach, FL",In Detention,2025-08-28 23:32:49
ZENAIDO,,SANCHEZ-SANCHEZ,A557828575,1988-08-02,Ecuador,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
КEWI,ESCALANTE,ESCALANTE,A646233774,1964-12-12,Nicaragua,Orange County Jail,"Orlando, FL",Released on Bond,2025-08-28 23:32:49
